landmark_id,category,location
47606,"http://commons.wikimedia.org/wiki/Category:James_Island_(Clallam_County,_Washington)","Quileute Indian Reservation,Clallam County,Washington,Pacific Northwest,Washington,Pacific States Region"
47858,http://commons.wikimedia.org/wiki/Category:Destruction_Island,"Jefferson County,Washington,Pacific Northwest,Washington,Pacific States Region"
48262,"http://commons.wikimedia.org/wiki/Category:Utsalady,_Washington","Island County,Washington,Pacific Northwest,Washington,Pacific States Region"
48414,"http://commons.wikimedia.org/wiki/Category:Stevens_Pass,_Washington","Washington,Pacific Northwest,Washington,Pacific States Region"
48718,http://commons.wikimedia.org/wiki/Category:Battle_Ground_Lake_State_Park,"Washington,Pacific Northwest,Washington,Pacific States Region"
48746,http://commons.wikimedia.org/wiki/Category:Capitol_Lake,"Thurston County,Washington,Pacific Northwest,Washington,Pacific States Region"
48770,http://commons.wikimedia.org/wiki/Category:Kingdome,"Seattle,King County,Washington,Pacific Northwest,Washington,Pacific States Region"
49406,http://commons.wikimedia.org/wiki/Category:Madison_Centre,"Seattle,King County,Washington,Pacific Northwest,Washington,Pacific States Region"
49444,http://commons.wikimedia.org/wiki/Category:Maryhill_Museum_of_Art,"Maryhill,Klickitat County,Washington,Pacific Northwest,Washington,Pacific States Region"
49476,http://commons.wikimedia.org/wiki/Category:Snake_River,"Washington,Idaho,Oregon,Wyoming,United States"
49500,http://commons.wikimedia.org/wiki/Category:Tipsoo_Lake,"Pierce County,Washington,Pacific Northwest,Washington,Pacific States Region"
49667,http://commons.wikimedia.org/wiki/Category:Cowlitz_Glacier,"Washington,Pacific Northwest,Washington,Pacific States Region"
49700,http://commons.wikimedia.org/wiki/Category:Rainier_Tower,"Seattle,King County,Washington,Pacific Northwest,Washington,Pacific States Region"
50141,http://commons.wikimedia.org/wiki/Category:Immanuel_Lutheran_Church_(Seattle),"South Lake Union,Seattle,King County,Washington,Pacific Northwest,Washington,Pacific States Region"
50242,http://commons.wikimedia.org/wiki/Category:Roos_Field,"Eastern Washington University,Cheney,Spokane County,Washington,Pacific Northwest,Washington,Pacific States Region"
50707,http://commons.wikimedia.org/wiki/Category:Lacamas_Lake,"Washington,Clark County,United States"
50763,http://commons.wikimedia.org/wiki/Category:Conconully_State_Park,"Washington,Pacific Northwest,Washington,Pacific States Region"
50836,http://commons.wikimedia.org/wiki/Category:Mount_Fremont_Fire_Lookout,"Pierce County,Washington,Pacific Northwest,Washington,Pacific States Region"
51163,http://commons.wikimedia.org/wiki/Category:Tilikum_Place,"Washington,Pacific Northwest,Washington,Pacific States Region"
51278,http://commons.wikimedia.org/wiki/Category:970_Denny,"Seattle,King County,Washington,Pacific Northwest,Washington,Pacific States Region"
51411,http://commons.wikimedia.org/wiki/Category:Unicorn_Peak,"Lewis County,Washington,Pacific Northwest,Washington,Pacific States Region"
51596,http://commons.wikimedia.org/wiki/Category:Town_Hall_Seattle,"Seattle,King County,Washington,Pacific Northwest,Washington,Pacific States Region"
51691,http://commons.wikimedia.org/wiki/Category:Seattle_Aquarium,"Seattle,King County,Washington,Pacific Northwest,Washington,Pacific States Region"
51822,"http://commons.wikimedia.org/wiki/Category:Leschi,_Seattle,_Washington","Seattle,King County,Washington,Pacific Northwest,Washington,Pacific States Region"
51901,http://commons.wikimedia.org/wiki/Category:Little_Tahoma,"Washington,Pacific Northwest,Washington,Pacific States Region"
52103,"http://commons.wikimedia.org/wiki/Category:Eunice_Lake_(Pierce_County,_Washington)","Washington,Pierce County,United States"
52112,http://commons.wikimedia.org/wiki/Category:George_Washington_Inn,"Washington,Pacific Northwest,Washington,Pacific States Region"
52167,http://commons.wikimedia.org/wiki/Category:Cushman_Dam_No._1,"Mason County,Washington,Pacific Northwest,Washington,Pacific States Region"
52597,http://commons.wikimedia.org/wiki/Category:Yale_Lake,"Washington,Pacific Northwest,Washington,Pacific States Region"
52990,http://commons.wikimedia.org/wiki/Category:Seattle_Center,"Uptown,Seattle,King County,Washington,Pacific Northwest,Washington,Pacific States Region"
53187,http://commons.wikimedia.org/wiki/Category:F5_Tower,"Washington,Pacific Northwest,Washington,Pacific States Region"
53249,http://commons.wikimedia.org/wiki/Category:Monroe_Street_Bridge,"Spokane,Spokane County,Washington,Pacific Northwest,Washington,Pacific States Region"
53403,http://commons.wikimedia.org/wiki/Category:Spokane_Arena,"Spokane,Spokane County,Washington,Pacific Northwest,Washington,Pacific States Region"
53457,http://commons.wikimedia.org/wiki/Category:Evans_Creek_Preserve,"Sammamish,King County,Washington,Pacific Northwest,Washington,Pacific States Region"
53545,http://commons.wikimedia.org/wiki/Category:Austin_A._Bell_Building,"Washington,Pacific Northwest,Washington,Pacific States Region"
53647,http://commons.wikimedia.org/wiki/Category:Lincoln_Park_(Seattle),"Washington,Pacific Northwest,Washington,Pacific States Region"
54408,http://commons.wikimedia.org/wiki/Category:West_Seattle_Bridge,"Seattle,King County,Washington,Pacific Northwest,Washington,Pacific States Region"
54420,http://commons.wikimedia.org/wiki/Category:Burke-Gilman_Trail,"King County,Washington,Pacific Northwest,Washington,Pacific States Region"
54575,http://commons.wikimedia.org/wiki/Category:Hanford_B_Reactor,"Hanford Site,Benton County,Washington,Pacific Northwest,Washington,Pacific States Region"
54741,http://commons.wikimedia.org/wiki/Category:The_Gorge_Amphitheatre,"Washington,Pacific Northwest,Washington,Pacific States Region"
55105,http://commons.wikimedia.org/wiki/Category:Matia_Island,"San Juan County,Washington,Pacific Northwest,Washington,Pacific States Region"
55385,http://commons.wikimedia.org/wiki/Category:Denny_Park,"Seattle,King County,Washington,Pacific Northwest,Washington,Pacific States Region"
55452,http://commons.wikimedia.org/wiki/Category:Olympic_Flight_Museum,"Olympia,Thurston County,Washington,Pacific Northwest,Washington,Pacific States Region"
56025,http://commons.wikimedia.org/wiki/Category:Juniper_Dunes_Wilderness,"Washington,Pacific Northwest,Washington,Pacific States Region"
56112,http://commons.wikimedia.org/wiki/Category:Alder_Dam,"Washington,Pacific Northwest,Washington,Pacific States Region"
56162,"http://commons.wikimedia.org/wiki/Category:Cirrus_(skyscraper,_Seattle)","Seattle,King County,Washington,Pacific Northwest,Washington,Pacific States Region"
56743,http://commons.wikimedia.org/wiki/Category:Rockport_State_Park_(Washington),"Skagit County,Washington,Pacific Northwest,Washington,Pacific States Region"
57550,http://commons.wikimedia.org/wiki/Category:Butterworth_Building,"Washington,Pacific Northwest,Washington,Pacific States Region"
57685,http://commons.wikimedia.org/wiki/Category:Henry_M._Jackson_Wilderness,"Washington,Snohomish County,King County,Chelan County,United States"
57786,http://commons.wikimedia.org/wiki/Category:Louis_and_Ellen_Olson_House,"Enumclaw,King County,Washington,Pacific Northwest,Washington,Pacific States Region"
57805,http://commons.wikimedia.org/wiki/Category:Willapa_National_Wildlife_Refuge,"Pacific County,Washington,Pacific Northwest,Washington,Pacific States Region"
57846,http://commons.wikimedia.org/wiki/Category:Tracy_House,"Normandy Park,King County,Washington,Pacific Northwest,Washington,Pacific States Region"
57853,http://commons.wikimedia.org/wiki/Category:Amazon_Tower_II,"Denny Regrade,Seattle,King County,Washington,Pacific Northwest,Washington,Pacific States Region"
58390,http://commons.wikimedia.org/wiki/Category:Olympic_Mountains,"Washington,Pacific Northwest,Washington,Pacific States Region"
58934,http://commons.wikimedia.org/wiki/Category:Harvard_Belmont_Landmark_District,"Capitol Hill,Seattle,King County,Washington,Pacific Northwest,Washington,Pacific States Region"
59071,"http://commons.wikimedia.org/wiki/Category:Mount_Olympus,_Washington","Jefferson County,Washington,Pacific Northwest,Washington,Pacific States Region"
59400,http://commons.wikimedia.org/wiki/Category:Elliott_Bay,"Washington,Pacific Northwest,Washington,Pacific States Region"
59437,http://commons.wikimedia.org/wiki/Category:Mount_Baker-Snoqualmie_National_Forest,"Washington,Pacific Northwest,Washington,Pacific States Region"
59546,http://commons.wikimedia.org/wiki/Category:Gas_Works_Park,"Seattle,King County,Washington,Pacific Northwest,Washington,Pacific States Region"
60530,http://commons.wikimedia.org/wiki/Category:Cutts_Island_State_Park,"Cutts Island,Washington,Pierce County,United States"
60560,http://commons.wikimedia.org/wiki/Category:Crocodile_Cafe,"Belltown,Seattle,King County,Washington,Pacific Northwest,Washington,Pacific States Region"
60716,http://commons.wikimedia.org/wiki/Category:Sacagawea_Heritage_Trail,"Tri-Cities,Benton County,Washington,Pacific Northwest,Washington,Pacific States Region"
60752,http://commons.wikimedia.org/wiki/Category:New_Dungeness_Lighthouse,"Clallam County,Washington,Pacific Northwest,Washington,Pacific States Region"
61846,http://commons.wikimedia.org/wiki/Category:Bothell_Pioneer_Cemetery,"King County,Washington,Pacific Northwest,Washington,Pacific States Region"
62197,http://commons.wikimedia.org/wiki/Category:William_Ross_Rust_House,"Tacoma,Pierce County,Washington,Pacific Northwest,Washington,Pacific States Region"
63142,http://commons.wikimedia.org/wiki/Category:Tsubaki_Grand_Shrine_of_America,"Granite Falls,Snohomish County,Washington,Pacific Northwest,Washington,Pacific States Region"
63598,http://commons.wikimedia.org/wiki/Category:Kiggins_Theatre,"Vancouver,Clark County,Washington,Pacific Northwest,Washington,Pacific States Region"
63657,http://commons.wikimedia.org/wiki/Category:Point_Robinson,"King County,Washington,Pacific Northwest,Washington,Pacific States Region"
64373,http://commons.wikimedia.org/wiki/Category:Rosebush_House,"Washington,Pacific Northwest,Washington,Pacific States Region"
64600,http://commons.wikimedia.org/wiki/Category:Ocean_City_State_Park,"Grays Harbor County,Washington,Pacific Northwest,Washington,Pacific States Region"
65054,"http://commons.wikimedia.org/wiki/Category:Gum_wall,_Seattle,_Washington","Seattle,King County,Washington,Pacific Northwest,Washington,Pacific States Region"
65320,http://commons.wikimedia.org/wiki/Category:Columbia_River_Washington_Temple,"Washington,Pacific Northwest,Washington,Pacific States Region"
65448,http://commons.wikimedia.org/wiki/Category:Camano_Island,"Possession Sound,Island County,Washington,Pacific Northwest,Washington,Pacific States Region"
65769,http://commons.wikimedia.org/wiki/Category:Mount_Constitution,"Washington,Pacific Northwest,Washington,Pacific States Region"
65780,http://commons.wikimedia.org/wiki/Category:Dry_Falls,"Grant County,Washington,Pacific Northwest,Washington,Pacific States Region"
65921,http://commons.wikimedia.org/wiki/Category:Bumping_Lake,"Washington,Pacific Northwest,Washington,Pacific States Region"
66014,http://commons.wikimedia.org/wiki/Category:Hewitt_Avenue_Historic_District,"Washington,Pacific Northwest,Washington,Pacific States Region"
66536,http://commons.wikimedia.org/wiki/Category:Schmitz_Park,"West Seattle,Seattle,King County,Washington,Pacific Northwest,Washington,Pacific States Region"
66711,http://commons.wikimedia.org/wiki/Category:Thornton_Lakes,"Whatcom County,Washington,Pacific Northwest,Washington,Pacific States Region"
66731,http://commons.wikimedia.org/wiki/Category:Helios_(building),"Washington,Pacific Northwest,Washington,Pacific States Region"
67026,http://commons.wikimedia.org/wiki/Category:Grand_Coulee,"Washington,Pacific States Region"
67231,"http://commons.wikimedia.org/wiki/Category:Westward_(ship,_1924)","Washington,Pacific Northwest,Washington,Pacific States Region"
67531,http://commons.wikimedia.org/wiki/Category:Shilshole_Bay,"King County,Washington,Pacific Northwest,Washington,Pacific States Region"
67535,http://commons.wikimedia.org/wiki/Category:Cape_Disappointment_Lighthouse,"Pacific County,Washington,Pacific Northwest,Washington,Pacific States Region"
67804,"http://commons.wikimedia.org/wiki/Category:Bigelow_neighborhood,_Olympia,_Washington","Olympia,Thurston County,Washington,Pacific Northwest,Washington,Pacific States Region"
68308,http://commons.wikimedia.org/wiki/Category:Hanford_Site,"Benton County,Washington,Pacific Northwest,Washington,Pacific States Region"
68549,"http://commons.wikimedia.org/wiki/Category:Smith_Tower,_Seattle","Seattle,King County,Washington,Pacific Northwest,Washington,Pacific States Region"
69470,"http://commons.wikimedia.org/wiki/Category:Kalakala_(ship,_1926)","Pierce County,Washington,Pacific Northwest,Washington,Pacific States Region"
69588,http://commons.wikimedia.org/wiki/Category:South_Whidbey_State_Park,"Whidbey Island,Puget Sound,Washington,Pacific Northwest,Washington,Pacific States Region"
69898,http://commons.wikimedia.org/wiki/Category:Beacon_Food_Forest,"Washington,Pacific Northwest,Washington,Pacific States Region"
70045,"http://commons.wikimedia.org/wiki/Category:Lake_Crescent_(Olympic_National_Park,_Washington)","Olympic Peninsula,Washington,Clallam County,United States"
70154,http://commons.wikimedia.org/wiki/Category:Theodor_Jacobsen_Observatory,"Seattle,King County,Washington,Pacific Northwest,Washington,Pacific States Region"
71003,"http://commons.wikimedia.org/wiki/Category:Pioneer_Square,_Seattle,_Washington","Seattle,King County,Washington,Pacific Northwest,Washington,Pacific States Region"
71163,http://commons.wikimedia.org/wiki/Category:Emmons_Glacier,"Washington,Pacific Northwest,Washington,Pacific States Region"
71276,http://commons.wikimedia.org/wiki/Category:Plummer_Peak,"Washington,Lewis County,United States"
71674,http://commons.wikimedia.org/wiki/Category:The_Needles_(Washington),"Okanogan County,Washington,Pacific Northwest,Washington,Pacific States Region"
71904,"http://commons.wikimedia.org/wiki/Category:Madrona,_Seattle,_Washington","Seattle,King County,Washington,Pacific Northwest,Washington,Pacific States Region"
71927,"http://commons.wikimedia.org/wiki/Category:Maury_Island,_Washington","King County,Washington,Pacific Northwest,Washington,Pacific States Region"
72242,http://commons.wikimedia.org/wiki/Category:Manito_Park,"Spokane,Spokane County,Washington,Pacific Northwest,Washington,Pacific States Region"
72244,http://commons.wikimedia.org/wiki/Category:Iron_Horse_State_Park,"Washington,Pacific Northwest,Washington,Pacific States Region"
73057,http://commons.wikimedia.org/wiki/Category:Olallie_State_Park,"Washington,King County,United States"
73108,http://commons.wikimedia.org/wiki/Category:Nutty_Narrows_Bridge,"Washington,Pacific Northwest,Washington,Pacific States Region"
73133,http://commons.wikimedia.org/wiki/Category:Troy_Laundry_Building,"Washington,Pacific Northwest,Washington,Pacific States Region"
73808,http://commons.wikimedia.org/wiki/Category:Blue_Bridge_(Washington),"Kennewick,Benton County,Washington,Pacific Northwest,Washington,Pacific States Region"
73861,http://commons.wikimedia.org/wiki/Category:Olympic_Sculpture_Park,"Seattle,King County,Washington,Pacific Northwest,Washington,Pacific States Region"
75085,http://commons.wikimedia.org/wiki/Category:Soap_Lake,"Washington,Pacific Northwest,Washington,Pacific States Region"
75303,http://commons.wikimedia.org/wiki/Category:Kaniksu_National_Forest,"Idaho,Montana,Washington,United States"
75582,http://commons.wikimedia.org/wiki/Category:Joshua_Sears_Building_(Kirkland),"Washington,Pacific Northwest,Washington,Pacific States Region"
76602,http://commons.wikimedia.org/wiki/Category:Washington_Park_Arboretum,"Seattle,King County,Washington,Pacific Northwest,Washington,Pacific States Region"
76751,http://commons.wikimedia.org/wiki/Category:Larrabee_State_Park,"Whatcom County,Washington,Pacific Northwest,Washington,Pacific States Region"
76857,http://commons.wikimedia.org/wiki/Category:Commencement_Bay,"Washington,Pacific Northwest,Washington,Pacific States Region"
77324,"http://commons.wikimedia.org/wiki/Category:Cascade,_Seattle,_Washington","Seattle,King County,Washington,Pacific Northwest,Washington,Pacific States Region"
77821,http://commons.wikimedia.org/wiki/Category:Concrete_Heritage_Museum,"Concrete,Skagit County,Washington,Pacific Northwest,Washington,Pacific States Region"
77989,http://commons.wikimedia.org/wiki/Category:Prefontaine_Fountain,"Seattle,King County,Washington,Pacific Northwest,Washington,Pacific States Region"
78091,http://commons.wikimedia.org/wiki/Category:Westin_Building,"Seattle,King County,Washington,Pacific Northwest,Washington,Pacific States Region"
78306,http://commons.wikimedia.org/wiki/Category:Liberty_Bay,"Kitsap County,Washington,United States"
78451,http://commons.wikimedia.org/wiki/Category:Fremont_Troll,"Seattle,King County,Washington,Pacific Northwest,Washington,Pacific States Region"
78529,http://commons.wikimedia.org/wiki/Category:Lake_Wanapum,"Washington,Chelan County,Douglas County,Grant County,Kittitas County,United States"
78559,http://commons.wikimedia.org/wiki/Category:Ebright_Creek_Park,"Washington,Pacific Northwest,Washington,Pacific States Region"
78601,http://commons.wikimedia.org/wiki/Category:Cedar_River_Trail,"Washington,Pacific Northwest,Washington,Pacific States Region"
78640,http://commons.wikimedia.org/wiki/Category:Quartermaster_Harbor,"King County,Washington,Pacific Northwest,Washington,Pacific States Region"
78774,"http://commons.wikimedia.org/wiki/Category:Shaw_Island,_Washington","San Juan County,Washington,Pacific Northwest,Washington,Pacific States Region"
79556,http://commons.wikimedia.org/wiki/Category:Crawford_State_Park,"Pend Oreille County,Washington,Pacific Northwest,Washington,Pacific States Region"
79949,http://commons.wikimedia.org/wiki/Category:Lake_Quinault_Lodge,"Quinault,Grays Harbor County,Washington,Pacific Northwest,Washington,Pacific States Region"
80621,http://commons.wikimedia.org/wiki/Category:Diobsud_Buttes,"Skagit County,Washington,Pacific Northwest,Washington,Pacific States Region"
80650,http://commons.wikimedia.org/wiki/Category:Mount_Shuksan,"Washington,Pacific Northwest,Washington,Pacific States Region"
80800,http://commons.wikimedia.org/wiki/Category:Hulda_Klager_Lilac_Gardens,"Washington,Pacific Northwest,Washington,Pacific States Region"
81125,http://commons.wikimedia.org/wiki/Category:Bastyr_University,"Kenmore,King County,Washington,Pacific Northwest,Washington,Pacific States Region"
81354,"http://commons.wikimedia.org/wiki/Category:Madison_Park_(Seattle,_Washington)","Seattle,King County,Washington,Pacific Northwest,Washington,Pacific States Region"
81877,http://commons.wikimedia.org/wiki/Category:Billy_Frank_Jr._Nisqually_National_Wildlife_Refuge,"Thurston County,Pierce County,Washington,United States"
82265,"http://commons.wikimedia.org/wiki/Category:International_District,_Seattle,_Washington","Seattle,King County,Washington,Pacific Northwest,Washington,Pacific States Region"
82275,http://commons.wikimedia.org/wiki/Category:Quinault_Museum,"Taholah,Grays Harbor County,Washington,Pacific Northwest,Washington,Pacific States Region"
82387,http://commons.wikimedia.org/wiki/Category:Mount_Formidable,"Washington,Pacific Northwest,Washington,Pacific States Region"
82410,http://commons.wikimedia.org/wiki/Category:The_Triple_Door,"Washington,Pacific Northwest,Washington,Pacific States Region"
83062,http://commons.wikimedia.org/wiki/Category:Downtown_Seattle_Transit_Tunnel,"Seattle,King County,Washington,Pacific Northwest,Washington,Pacific States Region"
83243,http://commons.wikimedia.org/wiki/Category:Stanwood_(Amtrak_station),"Stanwood,Snohomish County,Washington,Pacific Northwest,Washington,Pacific States Region"
83269,http://commons.wikimedia.org/wiki/Category:Carbon_River,"Washington,Pacific Northwest,Washington,Pacific States Region"
83436,http://commons.wikimedia.org/wiki/Category:Narada_Falls,"Mount Rainier National Park,Lewis County,Washington,Pacific Northwest,Washington,Pacific States Region"
83491,http://commons.wikimedia.org/wiki/Category:Lake_Quinault,"Olympic Peninsula,Quinault Reservation,Grays Harbor County,Washington,United States"
84530,http://commons.wikimedia.org/wiki/Category:Blessed_Sacrament_Church_(Seattle),"Washington,Pacific Northwest,Washington,Pacific States Region"
84978,"http://commons.wikimedia.org/wiki/Category:Saint_James_Cathedral,_Seattle","Seattle,King County,Washington,Pacific Northwest,Washington,Pacific States Region"
85188,http://commons.wikimedia.org/wiki/Category:Olympic_Discovery_Trail,"Washington,Pacific Northwest,Washington,Pacific States Region"
85395,http://commons.wikimedia.org/wiki/Category:Fourth_and_Blanchard_Building,"Washington,Pacific Northwest,Washington,Pacific States Region"
85439,http://commons.wikimedia.org/wiki/Category:Beer_Sheva_Park_(Seattle),"Rainier Beach,Seattle,King County,Washington,Pacific Northwest,Washington,Pacific States Region"
85634,http://commons.wikimedia.org/wiki/Category:Ruby_Beach,"Jefferson County,Washington,Pacific Northwest,Washington,Pacific States Region"
86092,http://commons.wikimedia.org/wiki/Category:Columbia_Center_(Seattle),"Seattle,King County,Washington,Pacific Northwest,Washington,Pacific States Region"
86281,http://commons.wikimedia.org/wiki/Category:Washington_State_Capitol,"Olympia,Thurston County,Washington,Pacific Northwest,Washington,Pacific States Region"
86300,http://commons.wikimedia.org/wiki/Category:Canoe_Island,"San Juan County,Washington,Pacific Northwest,Washington,Pacific States Region"
86404,http://commons.wikimedia.org/wiki/Category:Sloan_Peak,"Washington,Snohomish County,United States"
86701,http://commons.wikimedia.org/wiki/Category:Wenatchee_Valley_Museum_%26_Cultural_Center,"U.S. Post Office and Annex,Wenatchee,Chelan County,Washington,Pacific Northwest,Washington,Pacific States Region"
86842,http://commons.wikimedia.org/wiki/Category:McNary_National_Wildlife_Refuge,"Walla Walla County,Washington,Pacific Northwest,Washington,Pacific States Region"
86926,http://commons.wikimedia.org/wiki/Category:Hing_Hay_Park,"Chinatown-International District,Seattle,King County,Washington,Pacific Northwest,Washington,Pacific States Region"
87071,http://commons.wikimedia.org/wiki/Category:Dungeness_National_Wildlife_Refuge,"Washington,Pacific Northwest,Washington,Pacific States Region"
87156,http://commons.wikimedia.org/wiki/Category:Paradise_Inn,"Pierce County,Washington,Pacific Northwest,Washington,Pacific States Region"
87313,http://commons.wikimedia.org/wiki/Category:BNSF_Railway_Bridge_9.6,"Oregon,Washington,United States"
87450,http://commons.wikimedia.org/wiki/Category:Madrona_Park_(Seattle),"Seattle,King County,Washington,Pacific Northwest,Washington,Pacific States Region"
87458,http://commons.wikimedia.org/wiki/Category:Northwest_Seaport,"Seattle,King County,Washington,Pacific Northwest,Washington,Pacific States Region"
88367,http://commons.wikimedia.org/wiki/Category:Centennial_Trail,"Washington,Pacific Northwest,Washington,Pacific States Region"
88720,http://commons.wikimedia.org/wiki/Category:Cape_Flattery,"Washington,Pacific Northwest,Washington,Pacific States Region"
88769,http://commons.wikimedia.org/wiki/Category:5th_Avenue_Theatre,"Skinner Building,Seattle,King County,Washington,Pacific Northwest,Washington,Pacific States Region"
88842,http://commons.wikimedia.org/wiki/Category:Whatcom_Museum_of_History_and_Art,"Washington,Pacific Northwest,Washington,Pacific States Region"
89011,http://commons.wikimedia.org/wiki/Category:Calvary_Cemetery_(Seattle),"Ravenna,Seattle,King County,Washington,Pacific Northwest,Washington,Pacific States Region"
89059,http://commons.wikimedia.org/wiki/Category:South_Passage_Point_Park,"Eastlake,Seattle,King County,Washington,Pacific Northwest,Washington,Pacific States Region"
89591,http://commons.wikimedia.org/wiki/Category:Cle_Elum_Lake,"Washington,Kittitas County,United States"
89651,http://commons.wikimedia.org/wiki/Category:Rucker_House,"Everett,Snohomish County,Washington,Pacific Northwest,Washington,Pacific States Region"
89717,http://commons.wikimedia.org/wiki/Category:Seven_Lakes_Basin,"Washington,Pacific Northwest,Washington,Pacific States Region"
89797,http://commons.wikimedia.org/wiki/Category:Swalwell_Cottage,"Washington,Pacific Northwest,Washington,Pacific States Region"
90275,"http://commons.wikimedia.org/wiki/Category:Museum_of_Flight,_Seattle","Boeing Field,Washington,Pacific Northwest,Washington,Pacific States Region"
90421,http://commons.wikimedia.org/wiki/Category:Grays_River_Covered_Bridge,"Wahkiakum County,Washington,Pacific Northwest,Washington,Pacific States Region"
90669,http://commons.wikimedia.org/wiki/Category:Tamanowas_Rock,"Jefferson County,Washington,Pacific Northwest,Washington,Pacific States Region"
91363,"http://commons.wikimedia.org/wiki/Category:United_States_Federal_Courthouse_(Seattle,_Washington)","Seattle,King County,Washington,Pacific Northwest,Washington,Pacific States Region"
91465,http://commons.wikimedia.org/wiki/Category:Discovery_Park_(Seattle),"Magnolia,Seattle,Washington,United States"
91602,http://commons.wikimedia.org/wiki/Category:Chatham_Village,"Mount Washington,Pittsburgh,Allegheny County,Pennsylvania"
91627,http://commons.wikimedia.org/wiki/Category:Henry_M._Jackson_Federal_Building,"Seattle,King County,Washington,Pacific Northwest,Washington,Pacific States Region"
91688,http://commons.wikimedia.org/wiki/Category:Fort_Nez_Perc%C3%A9s,"Washington,Pacific Northwest,Washington,Pacific States Region"
91718,http://commons.wikimedia.org/wiki/Category:Interlaken_Park_(Seattle),"King County,Washington,Pacific Northwest,Washington,Pacific States Region"
92222,http://commons.wikimedia.org/wiki/Category:Officers_Row,"Washington,Pacific Northwest,Washington,Pacific States Region"
92335,"http://commons.wikimedia.org/wiki/Category:Harbor_Island,_Seattle,_Washington","Seattle,King County,Washington,Pacific Northwest,Washington,Pacific States Region"
92370,http://commons.wikimedia.org/wiki/Category:Lake_Padden,"Washington,Pacific Northwest,Washington,Pacific States Region"
92572,http://commons.wikimedia.org/wiki/Category:Mossyrock_Dam,"Cowlitz River,Washington,Lewis County,United States"
92618,"http://commons.wikimedia.org/wiki/Category:View_Ridge,_Seattle,_Washington","Washington,Pacific Northwest,Washington,Pacific States Region"
92798,http://commons.wikimedia.org/wiki/Category:Priest_Point_Park,"Washington,Pacific Northwest,Washington,Pacific States Region"
92952,http://commons.wikimedia.org/wiki/Category:Johannesburg_Mountain,"Washington,Pacific Northwest,Washington,Pacific States Region"
93177,http://commons.wikimedia.org/wiki/Category:Tenino_Downtown_Historic_District,"Washington,Pacific Northwest,Washington,Pacific States Region"
93292,http://commons.wikimedia.org/wiki/Category:Manette_Bridge,"Bremerton,Kitsap County,Washington,Pacific Northwest,Washington,Pacific States Region"
93653,http://commons.wikimedia.org/wiki/Category:High_School_Memorial_Stadium_(Seattle),"Seattle,King County,Washington,Pacific Northwest,Washington,Pacific States Region"
94016,http://commons.wikimedia.org/wiki/Category:Pioneer_Building_(Seattle),"Seattle,King County,Washington,Pacific Northwest,Washington,Pacific States Region"
94112,http://commons.wikimedia.org/wiki/Category:Marrowstone_Light,"Jefferson County,Washington,Pacific Northwest,Washington,Pacific States Region"
94114,http://commons.wikimedia.org/wiki/Category:Lake_Osoyoos,"British Columbia,Washington,Okanogan County,Regional District of Okanagan-Similkameen,Canada,United States"
94119,"http://commons.wikimedia.org/wiki/Category:Windermere,_Seattle,_Washington","Seattle,King County,Washington,Pacific Northwest,Washington,Pacific States Region"
94237,http://commons.wikimedia.org/wiki/Category:Kennedy_Creek_NAP,"Washington,Mason County,Thurston County,United States"
94385,http://commons.wikimedia.org/wiki/Category:Aasgard_Pass,"Washington,Pacific Northwest,Washington,Pacific States Region"
94837,http://commons.wikimedia.org/wiki/Category:Lake_Sammamish_State_Park,"Issaquah,King County,Washington,Pacific Northwest,Washington,Pacific States Region"
94906,"http://commons.wikimedia.org/wiki/Category:Saint_Mark's_Greenbelt,_Seattle,_Washington","Seattle,King County,Washington,Pacific Northwest,Washington,Pacific States Region"
95543,http://commons.wikimedia.org/wiki/Category:Virgin_Lake,"Washington,Pacific Northwest,Washington,Pacific States Region"
95807,http://commons.wikimedia.org/wiki/Category:McCabe_Building,"Everett,Snohomish County,Washington,Pacific Northwest,Washington,Pacific States Region"
95911,http://commons.wikimedia.org/wiki/Category:Takhlakh_Lake,"Washington,Pacific Northwest,Washington,Pacific States Region"
95941,http://commons.wikimedia.org/wiki/Category:Mukilteo_Lighthouse_Park,"Washington,Pacific Northwest,Washington,Pacific States Region"
96140,http://commons.wikimedia.org/wiki/Category:Dosewallips_State_Park,"Jefferson County,Washington,Pacific Northwest,Washington,Pacific States Region"
96217,http://commons.wikimedia.org/wiki/Category:Easton_Glacier,"Washington,Pacific Northwest,Washington,Pacific States Region"
96478,"http://commons.wikimedia.org/wiki/Category:St._Mark's_Episcopal_Cathedral,_Seattle","Seattle,King County,Washington,Pacific Northwest,Washington,Pacific States Region"
96498,http://commons.wikimedia.org/wiki/Category:Mount_St._Helens,"Washington,Pacific Northwest,Washington,Pacific States Region"
97010,http://commons.wikimedia.org/wiki/Category:Tatoosh_Island,"Clallam County,Washington,Pacific Northwest,Washington,Pacific States Region"
97026,"http://commons.wikimedia.org/wiki/Category:Arthur_Foss_(tugboat,_1889)","Lake Union Park,Seattle,King County,Washington,Pacific Northwest,Washington,Pacific States Region"
97161,"http://commons.wikimedia.org/wiki/Category:Duwamish_(ship,_1909)","Seattle,King County,Washington,Pacific Northwest,Washington,Pacific States Region"
97455,http://commons.wikimedia.org/wiki/Category:Washington_Pass_(Cascades),"Washington,Pacific Northwest,Washington,Pacific States Region"
